cycle_year,state,school,applications,in state applicants,out of state applicants,women applicants,men applicants,matriculants,in state matriculants,out of state matriculants,women matriculants,men matriculants
2012,KY,Louisville,3051,14.0,86.0,41.8,58.2,155.0,78.1,21.9,35.5,64.5
2012,LA,LSU New Orleans,2379,30.1,69.9,44.7,55.3,190.0,88.4,11.6,40.5,59.5
2012,LA,LSU Shreveport,811,75.2,24.8,43.2,56.8,119.0,97.5,2.5,52.9,47.1
2012,LA,Tulane,9681,4.4,95.6,46.4,53.6,188.0,12.8,87.2,37.2,62.8
2012,MA,Boston,11640,7.4,92.6,47.7,52.3,181.0,19.9,80.1,45.9,54.1
2012,MA,Harvard,6591,7.6,92.4,41.6,58.3,164.0,17.7,82.3,52.4,47.6
2012,MA,Massachusetts,1059,85.4,14.6,48.5,51.5,125.0,97.6,2.4,50.4,49.6
2012,MA,Tufts,9743,9.0,91.0,47.9,52.1,200.0,25.5,74.5,51.0,49.0
2012,MD,Johns Hopkins,5727,6.7,93.3,40.9,59.0,119.0,16.8,83.2,42.9,57.1
2012,MD,Maryland,4673,18.4,81.6,48.6,51.4,160.0,78.1,21.9,57.5,42.5
2012,MD,Uniformed Services-Hebert,2845,6.7,93.3,34.4,65.6,171.0,9.4,90.6,35.1,64.9
2012,MI,Michigan,5392,19.5,80.5,42.6,57.4,177.0,54.8,45.2,49.2,50.8
2012,MI,Michigan State,6221,22.8,77.2,44.3,55.7,200.0,76.5,23.5,51.0,49.0
2012,MI,Oakland Beaumont,3696,31.4,68.6,43.9,56.1,75.0,53.3,46.7,46.7,53.3
2012,MI,Wayne State,4655,31.9,68.1,43.2,56.8,290.0,77.9,22.1,44.5,55.5
2012,MN,Mayo,4332,9.0,91.0,40.2,59.7,50.0,24.0,76.0,50.0,50.0
2012,MN,Minnesota,4184,18.6,81.4,42.8,57.2,230.0,80.4,19.6,52.2,47.8
2012,MO,Missouri Columbia,1744,29.0,71.0,41.7,58.3,96.0,85.4,14.6,39.6,60.4
2012,MO,Missouri Kansas City,111,59.5,40.5,51.4,48.6,110.0,60.0,40.0,51.8,48.2
2012,MO,Saint Louis,6017,7.2,92.8,41.4,58.6,178.0,25.3,74.7,39.9,60.1
2012,MO,Washington U St Louis,4293,4.0,96.0,41.2,58.8,124.0,8.9,91.1,49.2,50.8
2012,MS,Mississippi,368,99.5,0.5,43.2,56.8,135.0,100.0,0.0,40.7,59.3
2012,NC,Duke,4675,6.8,93.2,44.1,55.9,101.0,9.9,90.1,48.5,51.5
2012,NC,East Carolina-Brody,876,99.8,0.2,47.0,53.0,80.0,100.0,0.0,50.0,50.0
2012,NC,North Carolina,5125,17.8,82.2,45.5,54.5,180.0,88.3,11.7,45.0,55.0
2012,NC,Wake Forest,8161,9.6,90.4,44.6,55.4,120.0,39.2,60.8,44.2,55.8
2012,ND,North Dakota,307,40.7,59.3,43.6,56.4,70.0,71.4,28.6,40.0,60.0
2012,NE,Creighton,6206,2.9,97.1,41.3,58.7,152.0,6.6,93.4,52.0,48.0
2012,NE,Nebraska,1510,17.4,82.6,39.7,60.3,129.0,80.6,19.4,45.0,55.0
2012,NH,Dartmouth-Geisel,5236,1.5,98.5,44.4,55.6,87.0,8.0,92.0,57.5,42.5
2012,NJ,Cooper Rowan,2829,32.3,67.7,48.7,51.3,50.0,66.0,34.0,58.0,42.0
2012,NJ,Rutgers New Jersey,3394,40.1,59.9,48.5,51.5,178.0,98.9,1.1,36.5,63.5
2012,NJ,Rutgers-RW Johnson,3173,42.0,58.0,49.6,50.4,134.0,91.0,9.0,67.2,32.8
2012,NM,New Mexico,993,27.2,72.8,46.9,53.1,103.0,95.1,4.9,58.3,41.7
2012,NV,Nevada Reno,948,23.5,76.5,39.0,61.0,68.0,79.4,20.6,32.4,67.6
2012,NY,Albany,7953,20.7,79.3,45.2,54.8,138.0,37.0,63.0,49.3,50.7
2012,NY,Buffalo-Jacobs,4192,43.9,56.1,43.5,56.5,144.0,82.6,17.4,38.2,61.8
2012,NY,Columbia-Vagelos,7378,16.0,84.0,44.1,55.9,166.0,30.7,69.3,50.0,50.0
2012,NY,Cornell-Weill,5886,19.7,80.3,45.6,54.4,101.0,23.8,76.2,47.5,52.5
2012,NY,Einstein,7784,20.8,79.2,45.8,54.1,183.0,44.3,55.7,49.7,50.3
2012,NY,Zucker Hofstra Northwell,5043,32.8,67.2,47.6,52.4,60.0,53.3,46.7,53.3,46.7
2012,NY,Mount Sinai-Icahn,6309,21.8,78.2,46.6,53.3,139.0,30.9,69.1,44.6,55.4
2012,NY,New York Medical,11422,17.2,82.8,46.0,54.0,195.0,34.9,65.1,48.2,51.8
2012,NY,NYU-Grossman,8351,17.5,82.5,45.7,54.2,158.0,34.2,65.8,45.6,54.4
2012,NY,Rochester,5055,23.9,76.1,45.6,54.4,102.0,37.3,62.7,51.0,49.0
2012,NY,SUNY Downstate,5543,42.4,57.6,48.6,51.3,185.0,80.5,19.5,47.6,52.4
2012,NY,SUNY Upstate,4730,41.8,58.2,47.0,53.0,156.0,87.8,12.2,42.9,57.1
2012,NY,Renaissance Stony Brook,4918,45.8,54.2,46.0,54.0,124.0,73.4,26.6,45.2,54.8
2012,OH,Case Western Reserve,5494,13.4,86.6,42.0,58.0,198.0,20.2,79.8,44.9,55.1
2012,OH,Cincinnati,4887,24.0,76.0,41.7,58.3,171.0,70.8,29.2,49.7,50.3
2012,OH,Northeast Ohio,2152,43.1,56.9,44.2,55.8,135.0,96.3,3.7,42.2,57.8
2012,OH,Ohio State,4846,23.0,77.0,41.1,58.9,178.0,42.7,57.3,43.8,56.2
2012,OH,Toledo,4055,27.5,72.5,40.9,59.1,177.0,69.5,30.5,46.3,53.7
2012,OH,Wright State-Boonshoft,3601,30.8,69.2,43.7,56.3,103.0,82.5,17.5,52.4,47.6
2012,OK,Oklahoma,1463,24.2,75.8,40.5,59.5,161.0,87.6,12.4,34.8,65.2
2012,OR,Oregon,4561,9.2,90.8,44.2,55.7,132.0,64.4,35.6,56.1,43.9
2012,PA,Geisinger Commonwealth,4594,17.2,82.8,48.9,51.1,70.0,62.9,37.1,50.0,50.0
2012,PA,Drexel,12692,9.0,91.0,47.1,52.9,260.0,34.2,65.8,49.6,50.4
2012,PA,Jefferson-Kimmel,10017,11.2,88.8,46.4,53.6,260.0,38.1,61.9,49.2,50.8
2012,PA,Penn State,7026,15.9,84.1,45.0,55.0,145.0,47.6,52.4,52.4,47.6
2012,PA,Pennsylvania-Perelman,5973,10.2,89.8,43.5,56.5,163.0,15.3,84.7,45.4,54.6
2012,PA,Pittsburgh,4916,15.2,84.8,42.8,57.2,145.0,23.4,76.6,46.2,53.8
2012,PA,Temple-Katz,10190,11.9,88.1,46.3,53.7,207.0,53.1,46.9,49.8,50.2
2012,PR,Caribe,1022,40.8,59.2,47.5,52.4,65.0,78.5,21.5,41.5,58.5
2012,PR,Ponce,1288,32.3,67.7,47.1,52.9,70.0,81.4,18.6,51.4,48.6
2012,PR,Puerto Rico,936,38.8,61.2,45.6,54.3,110.0,93.6,6.4,48.2,51.8
2012,PR,San Juan Bautista,771,18.9,81.1,45.9,54.1,59.0,59.3,40.7,44.1,55.9
2012,RI,Brown-Alpert,4725,1.1,98.9,49.3,50.7,120.0,10.0,90.0,53.3,46.7
2012,SC,MU South Carolina,3497,17.5,82.5,46.0,54.0,168.0,88.1,11.9,47.6,52.4
2012,SC,South Carolina Columbia,3222,16.4,83.6,45.9,54.1,94.0,80.9,19.1,44.7,55.3
2012,SC,South Carolina Greenville,1404,26.4,73.6,45.1,54.9,53.0,77.4,22.6,54.7,45.3
2012,SD,South Dakota-Sanford,525,25.9,74.1,39.6,60.4,58.0,86.2,13.8,46.6,53.4
2012,TN,East Tennessee-Quillen,1929,30.8,69.2,41.4,58.6,72.0,93.1,6.9,34.7,65.3
2012,TN,Meharry,5304,4.9,95.1,53.7,46.3,105.0,9.5,90.5,61.0,39.0
2012,TN,Tennessee,1629,40.6,59.4,42.8,57.2,165.0,93.9,6.1,39.4,60.6
2012,TN,Vanderbilt,5647,6.1,93.9,43.1,56.9,105.0,12.4,87.6,50.5,49.5
2012,TX,Baylor,5521,27.4,72.6,44.4,55.5,185.0,74.6,25.4,49.2,50.8
2012,TX,Texas A & M,3747,81.2,18.8,45.5,54.5,200.0,95.0,5.0,47.0,53.0
2012,TX,Texas Tech,3383,84.2,15.8,44.9,55.1,150.0,90.7,9.3,40.7,59.3
2012,TX,Texas Tech-Foster,2941,86.3,13.7,45.3,54.7,79.0,93.7,6.3,48.1,51.9
2012,TX,UT Galveston,4035,79.7,20.3,45.4,54.6,230.0,96.5,3.5,43.0,57.0
2012,TX,UT San Antonio-Long,3941,80.1,19.9,45.2,54.7,213.0,89.7,10.3,41.8,58.2
2012,TX,UT Houston-McGovern,4164,78.1,21.9,45.2,54.8,240.0,91.7,8.3,37.1,62.9
2012,TX,UT Southwestern,4023,75.9,24.1,44.6,55.4,230.0,85.7,14.3,50.4,49.6
2012,UT,Utah,1376,33.2,66.8,32.6,67.4,82.0,74.4,25.6,32.9,67.1
2012,VA,Eastern Virginia,4890,18.0,82.0,46.0,54.0,146.0,50.0,50.0,43.2,56.8
2012,VA,Virginia,4382,18.1,81.9,43.9,56.1,156.0,48.1,51.9,46.8,53.2
2012,VA,Virginia Commonwealth,7047,13.2,86.8,46.2,53.8,200.0,50.5,49.5,45.0,55.0
2012,VA,Virginia Tech Carilion,3253,18.2,81.8,43.1,56.9,42.0,33.3,66.7,40.5,59.5
2012,VT,Vermont-Larner,5419,1.7,98.3,44.7,55.3,112.0,30.4,69.6,49.1,50.9
2012,WA,U Washington,5101,14.7,85.3,44.6,55.4,220.0,54.5,45.5,52.7,47.3
2012,WI,MC Wisconsin,6696,9.6,90.4,41.6,58.4,204.0,46.1,53.9,44.6,55.4
2012,WI,Wisconsin,4403,15.3,84.7,42.3,57.7,175.0,77.7,22.3,47.4,52.6
2012,WV,Marshall-Edwards,1353,9.9,90.1,44.3,55.7,66.0,47.0,53.0,30.3,69.7
2012,WV,West Virginia,2532,6.3,93.7,43.8,56.2,106.0,62.3,37.7,50.9,49.1
2013,AL,Alabama,2866,16.2,83.8,43.5,56.5,185,84.9,15.1,42.7,57.3
2013,AL,South Alabama,1417,29.9,70.1,45.7,54.3,74,90.5,9.5,36.5,63.5
2013,AR,Arkansas,2322,13.6,86.4,40.7,59.3,171,90.1,9.9,30.4,69.6
2013,AZ,Arizona,4199,19.0,81.0,43.4,56.6,115,79.1,20.9,53.9,46.1
2013,AZ,Arizona Phoenix,3626,20.4,79.6,42.1,57.9,80,70.0,30.0,53.8,46.3
2013,CA,Loma Linda,5677,40.6,59.4,44.0,56.0,168,39.3,60.7,40.5,59.5
2013,CA,Southern Cal-Keck,7752,51.7,48.3,44.5,55.5,184,78.8,21.2,47.8,52.2
2013,CA,Stanford,7341,36.5,63.5,42.2,57.8,102,36.3,63.7,46.1,53.9
2013,CA,UC Davis,5901,71.5,28.5,47.3,52.7,104,97.1,2.9,53.8,46.2
2013,CA,UC Irvine,5773,76.2,23.8,45.3,54.7,104,90.4,9.6,58.7,41.3
2013,CA,UC Riverside,2373,74.3,25.7,45.5,54.5,50,100.0,0.0,52.0,48.0
2013,CA,UC San Diego,6693,61.7,38.3,44.3,55.7,125,84.0,16.0,48.0,52.0
2013,CA,UC San Francisco,7366,49.0,51.0,45.5,54.5,165,82.4,17.6,56.4,43.6
2013,CA,UCLA Drew,1777,68.2,31.8,51.3,48.7,24,79.2,20.8,45.8,54.2
2013,CA,UCLA-Geffen,8107,62.0,38.0,45.7,54.3,151,89.4,10.6,44.4,55.6
2013,CO,Colorado,5995,11.5,88.5,43.0,57.0,160,70.6,29.4,49.4,50.6
2013,CT,Connecticut,2729,17.1,82.9,48.4,51.6,90,88.9,11.1,46.7,53.3
2013,CT,Quinnipiac-Netter,1882,13.9,86.1,49.1,50.8,60,25.0,75.0,50.0,50.0
2013,CT,Yale,5272,3.8,96.2,43.1,56.9,100,3.0,97.0,50.0,50.0
2013,DC,George Washington,13683,0.5,99.5,49.2,50.8,177,2.3,97.7,54.8,45.2
2013,DC,Georgetown,12250,0.6,99.4,47.2,52.8,197,4.6,95.4,52.3,47.7
2013,DC,Howard,6914,0.6,99.4,54.2,45.8,118,3.4,96.6,46.6,53.4
2013,FL,UCF,3843,51.9,48.1,47.5,52.5,119,73.1,26.9,50.4,49.6
2013,FL,FIU-Wertheim,3857,48.2,51.8,47.9,52.1,122,78.7,21.3,42.6,57.4
2013,FL,Florida,3333,60.1,39.9,45.6,54.4,133,91.0,9.0,46.6,53.4
2013,FL,Florida Atlantic-Schmidt,3066,59.2,40.8,47.0,53.0,63,81.0,19.0,54.0,46.0
2013,FL,Florida State,4679,46.2,53.8,48.3,51.7,120,95.8,4.2,55.0,45.0
2013,FL,Miami-Miller,7128,27.1,72.9,44.1,55.9,198,53.0,47.0,49.5,50.5
2013,FL,USF-Morsani,3798,55.1,44.9,46.6,53.4,177,75.7,24.3,48.0,52.0
2013,GA,Emory,6851,10.0,90.0,47.9,52.1,136,36.8,63.2,50.7,49.3
2013,GA,MC Georgia Augusta,2741,44.4,55.6,50.0,50.0,230,93.5,6.5,44.3,55.7
2013,GA,Mercer,1013,99.8,0.2,49.7,50.3,105,100.0,0.0,43.8,56.2
2013,GA,Morehouse,4767,13.3,86.7,54.4,45.6,70,82.9,17.1,61.4,38.6
2013,HI,Hawaii-Burns,1880,11.4,88.6,43.7,56.3,66,83.3,16.7,60.6,39.4
2013,IA,Iowa-Carver,3564,9.7,90.3,40.4,59.6,152,63.2,36.8,36.2,63.8
2013,IL,Chicago Med Franklin,12326,12.0,88.0,48.0,52.0,190,55.3,44.7,47.9,52.1
2013,IL,Chicago-Pritzker,5670,13.3,86.7,44.0,56.0,88,21.6,78.4,43.2,56.8
2013,IL,Illinois,7609,24.3,75.7,47.3,52.7,314,78.3,21.7,45.9,54.1
2013,IL,Loyola-Stritch,9524,16.3,83.7,47.2,52.8,155,49.7,50.3,49.0,51.0
2013,IL,Northwestern-Feinberg,7762,12.5,87.5,44.4,55.6,153,13.1,86.9,40.5,59.5
2013,IL,Rush,8532,18.2,81.8,47.0,53.0,128,37.5,62.5,53.9,46.1
2013,IL,Southern Illinois,1240,96.2,3.8,46.2,53.8,71,100.0,0.0,45.1,54.9
2013,IN,Indiana,4715,16.0,84.0,42.1,57.9,344,84.3,15.7,44.5,55.5
2013,KS,Kansas,2899,17.9,82.1,43.1,56.9,211,91.5,8.5,43.1,56.9
2013,KY,Kentucky,2271,19.2,80.8,40.5,59.5,136,65.4,34.6,40.4,59.6
2013,KY,Louisville,3225,13.6,86.4,41.4,58.6,159,74.8,25.2,40.3,59.7
2013,LA,LSU New Orleans,3004,23.6,76.4,45.6,54.4,194,92.3,7.7,35.1,64.9
2013,LA,LSU Shreveport,1042,59.2,40.8,44.1,55.9,115,98.3,1.7,46.1,53.9
2013,LA,Tulane,10139,4.3,95.7,47.5,52.5,212,13.2,86.8,50.0,50.0
2013,MA,Boston,11702,8.0,92.0,48.4,51.6,165,21.2,78.8,51.5,48.5
2013,MA,Harvard,7139,7.2,92.8,42.1,57.9,167,8.4,91.6,54.5,45.5
2013,MA,Massachusetts,1172,85.8,14.2,50.7,49.3,125,97.6,2.4,56.0,44.0
2013,MA,Tufts,10240,9.3,90.7,48.8,51.2,204,24.5,75.5,53.9,46.1
2013,MD,Johns Hopkins,6322,6.5,93.5,42.5,57.5,116,12.1,87.9,51.7,48.3
2013,MD,Maryland,4931,17.6,82.4,48.3,51.7,163,71.8,28.2,63.2,36.8
2013,MD,Uniformed Services-Hebert,2778,6.4,93.6,35.1,64.9,170,8.8,91.2,32.9,67.1
2013,MI,Central Michigan,2704,41.5,58.5,46.2,53.8,64,89.1,10.9,56.3,43.8
2013,MI,Michigan,5441,21.4,78.6,43.1,56.9,171,47.4,52.6,50.3,49.7
2013,MI,Michigan State,6384,24.7,75.3,45.9,54.1,201,87.1,12.9,56.2,43.8
2013,MI,Oakland Beaumont,3631,36.8,63.2,45.5,54.5,100,47.0,53.0,46.0,54.0
2013,MI,Wayne State,4952,32.6,67.4,44.1,55.8,290,81.0,19.0,46.6,53.4
2013,MN,Mayo,4795,8.5,91.5,41.3,58.7,49,24.5,75.5,40.8,59.2
2013,MN,Minnesota,4482,18.8,81.2,44.5,55.4,230,84.8,15.2,44.3,55.7
2013,MO,Missouri Columbia,1497,32.0,68.0,43.8,56.1,96,77.1,22.9,44.8,55.2
2013,MO,Missouri Kansas City,992,15.2,84.8,40.8,59.1,106,51.9,48.1,43.4,56.6
2013,MO,Saint Louis,6637,6.5,93.5,42.2,57.8,177,20.9,79.1,50.3,49.7
2013,MO,Washington U St Louis,4395,3.7,96.3,41.5,58.5,122,13.1,86.9,50.8,49.2
2013,MS,Mississippi,355,100.0,0.0,42.3,57.7,144,100.0,0.0,35.4,64.6
2013,NC,Duke,4962,7.0,93.0,43.7,56.3,113,13.3,86.7,48.7,51.3
2013,NC,East Carolina-Brody,884,100.0,0.0,46.5,53.5,80,100.0,0.0,48.8,51.3
2013,NC,North Carolina,5154,17.8,82.2,47.0,53.0,180,85.0,15.0,52.8,47.2
2013,NC,Wake Forest,7432,10.2,89.8,45.0,55.0,120,45.0,55.0,50.8,49.2
2013,ND,North Dakota,1226,9.0,91.0,42.2,57.8,68,72.1,27.9,45.6,54.4
2013,NE,Creighton,6955,2.3,97.7,42.3,57.7,152,10.5,89.5,49.3,50.7
2013,NE,Nebraska,1568,17.7,82.3,39.8,60.2,124,83.9,16.1,34.7,65.3
2013,NH,Dartmouth-Geisel,4946,1.5,98.5,45.6,54.4,85,1.2,98.8,61.2,38.8
2013,NJ,Cooper Rowan,3671,27.5,72.5,48.7,51.3,64,65.6,34.4,54.7,45.3
2013,NJ,Rutgers New Jersey,3624,41.4,58.6,50.0,50.0,178,100.0,0.0,41.0,59.0
2013,NJ,Rutgers-RW Johnson,3366,42.3,57.7,49.3,50.6,134,97.8,2.2,54.5,45.5
2013,NM,New Mexico,1129,26.1,73.9,45.0,54.9,103,96.1,3.9,48.5,51.5
2013,NV,Nevada Reno,975,22.8,77.2,40.3,59.7,68,83.8,16.2,47.1,52.9
2013,NY,Albany,9098,19.3,80.7,46.0,54.0,134,32.1,67.9,47.8,52.2
2013,NY,Buffalo-Jacobs,4090,47.2,52.8,45.7,54.3,144,81.9,18.1,50.7,49.3
2013,NY,Columbia-Vagelos,7775,15.4,84.6,44.7,55.3,168,23.2,76.8,51.2,48.8
2013,NY,Cornell-Weill,6298,19.2,80.8,44.9,55.1,101,39.6,60.4,42.6,57.4
2013,NY,Zucker Hofstra Northwell,5585,30.5,69.5,48.6,51.4,80,51.3,48.8,46.3,53.8
2013,NY,Mount Sinai-Icahn,6750,20.7,79.3,47.6,52.4,140,25.0,75.0,47.9,52.1
2013,NY,New York Medical,11872,17.1,82.9,46.9,53.1,200,34.0,66.0,46.5,53.5
2013,NY,NYU-Grossman,8835,17.2,82.8,46.3,53.7,159,30.2,69.8,46.5,53.5
2013,NY,Rochester,6036,22.8,77.2,46.1,53.9,102,36.3,63.7,52.9,47.1
2013,NY,SUNY Downstate,5471,43.4,56.6,48.7,51.3,188,80.3,19.7,41.5,58.5
2013,NY,SUNY Upstate,4817,43.2,56.8,48.8,51.2,165,90.9,9.1,46.7,53.3
2013,NY,Renaissance Stony Brook,5196,44.8,55.2,47.5,52.5,124,78.2,21.8,47.6,52.4
2013,NY,Einstein,8415,20.4,79.6,45.5,54.5,183,42.1,57.9,45.9,54.1
2013,OH,Case Western Reserve,5947,13.6,86.4,41.8,58.2,197,23.4,76.6,44.2,55.8
2013,OH,Cincinnati,5225,22.7,77.3,42.8,57.2,173,60.1,39.9,48.0,52.0
2013,OH,Northeast Ohio,2549,39.1,60.9,44.8,55.2,149,98.0,2.0,39.6,60.4
2013,OH,Ohio State,5651,20.3,79.7,40.1,59.9,188,54.8,45.2,44.7,55.3
2013,OH,Toledo,4245,27.3,72.7,40.6,59.4,175,69.7,30.3,46.3,53.7
2013,OH,Wright State-Boonshoft,4327,26.8,73.2,44.7,55.3,104,86.5,13.5,53.8,46.2
2013,OK,Oklahoma,1691,21.2,78.8,42.3,57.7,165,89.7,10.3,42.4,57.6
2013,OR,Oregon,5137,8.7,91.3,45.6,54.4,132,75.8,24.2,50.8,49.2
2013,PA,Geisinger Commonwealth,5002,16.2,83.8,47.4,52.6,101,73.3,26.7,45.5,54.5
2013,PA,Drexel,13604,9.1,90.9,47.5,52.4,261,32.6,67.4,50.6,49.4
2013,PA,Jefferson-Kimmel,10118,11.7,88.3,47.0,53.0,260,40.4,59.6,50.4,49.6
2013,PA,Penn State,7353,16.1,83.9,46.0,54.0,149,47.0,53.0,40.3,59.7
2013,PA,Pennsylvania-Perelman,5740,10.1,89.9,44.1,55.9,168,19.0,81.0,45.8,54.2
2013,PA,Pittsburgh,4988,14.7,85.3,43.0,57.0,162,26.5,73.5,41.4,58.6
2013,PA,Temple-Katz,10815,11.7,88.3,47.6,52.4,215,61.9,38.1,43.3,56.7
2013,PR,Caribe,1009,43.3,56.7,48.3,51.7,65,81.5,18.5,44.6,55.4
2013,PR,Ponce,1314,34.5,65.5,49.0,51.0,69,78.3,21.7,55.1,44.9
2013,PR,Puerto Rico,946,39.5,60.5,49.4,50.6,110,98.2,1.8,52.7,47.3
2013,PR,San Juan Bautista,918,26.5,73.5,47.9,52.1,64,68.8,31.3,51.6,48.4
2013,RI,Brown-Alpert,6191,1.2,98.8,50.8,49.2,120,9.2,90.8,52.5,47.5
2013,SC,MU South Carolina,3558,16.1,83.9,47.0,53.0,176,87.5,12.5,40.3,59.7
2013,SC,South Carolina Columbia,3011,16.2,83.8,45.7,54.3,94,79.8,20.2,39.4,60.6
2013,SC,South Carolina Greenville,2242,21.7,78.3,47.3,52.7,54,75.9,24.1,61.1,38.9
2013,SD,South Dakota-Sanford,455,26.4,73.6,38.7,61.3,58,82.8,17.2,39.7,60.3
2013,TN,East Tennessee-Quillen,1995,30.5,69.5,45.1,54.9,72,94.4,5.6,50.0,50.0
2013,TN,Meharry,5473,4.7,95.3,54.4,45.6,105,14.3,85.7,57.1,42.9
2013,TN,Tennessee,1628,42.7,57.3,43.6,56.4,166,89.8,10.2,44.0,56.0
2013,TN,Vanderbilt,5830,6.0,94.0,43.0,57.0,96,9.4,90.6,42.7,57.3
2013,TX,Baylor,6618,25.0,75.0,44.0,56.0,186,74.7,25.3,47.8,52.2
2013,TX,Texas A & M,3856,80.7,19.3,45.0,55.0,199,95.5,4.5,53.8,46.2
2013,TX,Texas Tech,3577,83.2,16.8,43.7,56.3,151,90.1,9.9,44.4,55.6
2013,TX,Texas Tech-Foster,3104,85.5,14.5,44.8,55.2,100,98.0,2.0,35.0,65.0
2013,TX,UT San Antonio-Long,4187,78.5,21.5,44.7,55.3,212,89.2,10.8,50.9,49.1
2013,TX,UT Houston-McGovern,4393,76.7,23.3,45.3,54.7,240,90.8,9.2,44.6,55.4
2013,TX,UT Medical Branch,4185,79.4,20.6,45.2,54.8,230,92.2,7.8,43.0,57.0
2013,TX,UT Southwestern,4149,75.5,24.5,44.5,55.5,228,85.1,14.9,39.5,60.5
2013,UT,Utah,1535,31.0,69.0,35.2,64.8,102,77.5,22.5,51.0,49.0
